"url","sample_html_depth","category","scope"
"/product/tos-8317122150561-silver-foil-sheet-40cm-x-200","Not discovered in sampled HTML graph; not proof of orphan","Shop","Partial server-HTML crawl; rendered/complete crawl and backend reconciliation required"
"/product/tos-8317091152033-butterfly-shape-shoe-insole","3","Health & Beauty","Partial server-HTML crawl; rendered/complete crawl and backend reconciliation required"
"/product/tos-8317090201761-flawless-hair-remover-rechargeable","3","Health & Beauty","Partial server-HTML crawl; rendered/complete crawl and backend reconciliation required"
"/product/tos-8317075423393-power-push-up-board","3","Electronics & Gadgets","Partial server-HTML crawl; rendered/complete crawl and backend reconciliation required"
"/product/tos-8317075325089-mini-facial-massage-gun","Not discovered in sampled HTML graph; not proof of orphan","Shop","Partial server-HTML crawl; rendered/complete crawl and backend reconciliation required"
"/product/tos-8317075292321-360-rotating-makeup-organizer","3","Organizers","Partial server-HTML crawl; rendered/complete crawl and backend reconciliation required"
"/product/tos-8317075194017-plastic-clothesline-5-meter","Not discovered in sampled HTML graph; not proof of orphan","Shop","Partial server-HTML crawl; rendered/complete crawl and backend reconciliation required"
"/product/tos-8317074964641-twist-mop","Not discovered in sampled HTML graph; not proof of orphan","Shop","Partial server-HTML crawl; rendered/complete crawl and backend reconciliation required"
"/product/tos-8317074931873-3d-glowing-star-stickers","Not discovered in sampled HTML graph; not proof of orphan","Shop","Partial server-HTML crawl; rendered/complete crawl and backend reconciliation required"
"/product/tos-8317069885601-v-comb-anti-lice","Not discovered in sampled HTML graph; not proof of orphan","Shop","Partial server-HTML crawl; rendered/complete crawl and backend reconciliation required"
"/product/tos-8317069361313-silicone-full-socks","Not discovered in sampled HTML graph; not proof of orphan","Shop","Partial server-HTML crawl; rendered/complete crawl and backend reconciliation required"
"/product/tos-8317069295777-silicone-gel-heel-pad-socks","Not discovered in sampled HTML graph; not proof of orphan","Shop","Partial server-HTML crawl; rendered/complete crawl and backend reconciliation required"
"/product/tos-8317069263009-fruit-pacifier","Not discovered in sampled HTML graph; not proof of orphan","Shop","Partial server-HTML crawl; rendered/complete crawl and backend reconciliation required"
"/product/tos-8317065920673-manual-water-pump","3","Kitchenware","Partial server-HTML crawl; rendered/complete crawl and backend reconciliation required"
"/product/tos-8317065822369-automatic-water-dispenser-machine","3","Kitchenware","Partial server-HTML crawl; rendered/complete crawl and backend reconciliation required"
"/product/tos-8317065691297-touch-me-toothpaste-dispenser","Not discovered in sampled HTML graph; not proof of orphan","Shop","Partial server-HTML crawl; rendered/complete crawl and backend reconciliation required"
"/product/tos-8317065298081-water-spray-mop","3","Cleaning Products","Partial server-HTML crawl; rendered/complete crawl and backend reconciliation required"
"/product/tos-8317064577185-easy-mop-steel-strainer-with-mop-stick","3","Cleaning Products","Partial server-HTML crawl; rendered/complete crawl and backend reconciliation required"
"/product/tos-8316393521313-1922-m-golden-wall-clock","Not discovered in sampled HTML graph; not proof of orphan","Shop","Partial server-HTML crawl; rendered/complete crawl and backend reconciliation required"
